imdb_id,popularity,movie_budget,movie_revenue,movie_name,cast,movie_director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year
tt0117913,1.325627,40000000,152266007,A Time to Kill,Matthew McConaughey|Sandra Bullock|Samuel L. Jackson|Kevin Spacey|Oliver Platt,Joel Schumacher,Experience a time you'll never forget.,ku klux klan|rape|mississippi|jurors|blackmail,"A young lawyer defends a black man accused of murdering two men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",149,Crime|Drama|Thriller,Regency Enterprises|Warner Bros.,1996-07-24,263,7.0,1996
tt0117731,1.323991,46000000,150000000,Star Trek: First Contact,James Cromwell|Alfre Woodard|Alice Krige|Neal McDonough|Patrick Stewart,Jonathan Frakes,Resistance is futile.,federation|starfleet|borg|enterprise-e|cyborg,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",111,Science Fiction|Action|Adventure|Thriller,Paramount Pictures,1996-11-21,426,6.8,1996
tt0116483,1.303236,12000000,41205099,Happy Gilmore,Adam Sandler|Christopher McDonald|Julie Bowen|Frances Bay|Carl Weathers,Dennis Dugan,He doesn't play golf... he destroys it.,loss of mother|loss of father|golf|sport|taxes,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",92,Comedy,Universal Pictures|Brillstein-Grey Entertainment|Robert Simonds Productions,1996-02-16,435,6.4,1996
tt0116705,1.294658,60000000,129832389,Jingle All the Way,Arnold Schwarzenegger|Phil Hartman|Sinbad|Rita Wilson|Jake Lloyd,Brian Levant,"Two Dads, One Toy, No Prisoners.",holiday|christmas party|santa claus|toy|puppet,"Meet Howard Langston, a salesman for a mattress company is constantly busy at his job, and he also constantly disappoints his son, after he misses his son's karate exposition, his son tells Howard that he wants for Christmas is an action figure of his son's television hero, he tries hard to to make it up to him. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man, now Howard must travel all over town and compete with everybody else to find a Turbo Man action figure.",89,Comedy|Family,Twentieth Century Fox Film Corporation|1492 Pictures,1996-11-15,306,5.5,1996
tt0117571,1.286189,14000000,173046663,Scream,David Arquette|Neve Campbell|Courteney Cox|Matthew Lillard|Rose McGowan,Wes Craven,Someone has taken their love of scary movies one step too far.,halloween|gore|serial killer|slasher|tabloid,"A killer known as Ghostface begins killing off teenagers, and as the body count begins rising, one girl and her friends find themselves contemplating the 'rules' of horror films as they find themselves living in a real-life one.",111,Crime|Horror|Mystery,Woods Entertainment|Dimension Films,1996-12-19,779,6.9,1996
tt0116908,1.255866,65000000,89456761,The Long Kiss Goodnight,Geena Davis|Samuel L. Jackson|Yvonne Zima|Craig Bierko|Tom Amandes,Renny Harlin,What's forgotten is not always gone.,assassination|amnesia|hostage|chase|black comedy,"Samantha Caine, suburban homemaker, is the ideal mom to her 8 year old daughter Caitlin. She lives in Honesdale, PA, has a job teaching school and makes the best Rice Krispie treats in town. But when she receives a bump on her head, she begins to remember small parts of her previous life as a lethal, top-secret agent",120,Action|Crime|Drama|Mystery|Thriller,New Line Cinema|Forge|The Steve Tisch Company,1996-10-11,164,6.4,1996
tt0116695,1.117552,50000000,273552592,Jerry Maguire,Tom Cruise|Cuba Gooding Jr.|RenÃ©e Zellweger|Kelly Preston|Alison Armitage,Cameron Crowe,Everybody loved him... Everybody disappeared.,stadium|career|sport|sports agent,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.",139,Comedy|Drama|Romance,Gracie Films|TriStar Pictures,1996-12-06,561,6.5,1996
tt0117008,1.108452,36000000,33459416,Matilda,Mara Wilson|Danny DeVito|Embeth Davidtz|Rhea Perlman|Pam Ferris,Danny DeVito,A little magic goes a long way.,parents kids relationship|difficult childhood|telekinesis|child prodigy|childhood trauma,"A grouchy couple are parents to a very sweet girl, Matilda. Unlike her bratty brother and mean parents, Matilda becomes a very sweet and extremely intelligent 6 year old girl, who is very keen to go to school and read books. After a while, her parents send her to school with the worst principal in the world, a very sweet teacher, and good friends. While trying to put up with her parents' and principal's cruelty, she starts to unwittingly unleash telekinetic powers, destroying a television and making a newt fly onto the principal. With enough practice, Matilda starts to learn to control her telekinetic powers and soon using them on her principal so she can drive her away from the school.",98,Comedy|Family|Fantasy,Jersey Films|TriStar Pictures,1996-08-02,451,6.8,1996
tt0116136,1.108366,57000000,115267375,DragonHeart,Dennis Quaid|David Thewlis|Pete Postlethwaite|Dina Meyer|Julie Christie,Rob Cohen,You will believe.,kingdom|despot|immortality|village|army,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well.",103,Fantasy,Universal Pictures,1996-05-31,273,6.1,1996
tt0117218,1.10451,54000000,128769345,The Nutty Professor,Eddie Murphy|Jada Pinkett Smith|James Coburn|Larry Miller|Dave Chappelle,Tom Shadyac,"Inside Sherman Klump, a party animal is about to break out.",overweight|overweight man|duringcreditsstinger,"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.",95,Fantasy|Comedy|Romance|Science Fiction,Imagine Entertainment|Universal Pictures,1996-06-26,334,5.4,1996
tt0116040,1.056168,80000000,159212469,Daylight,Sylvester Stallone|Amy Brenneman|Viggo Mortensen|Dan Hedaya|Jay O. Sanders,Rob Cohen,No air. No escape. No time.,taxi|taxi driver|guard|survival|disaster,A group of armed robbers fleeing the police head for the New Jersey Tunnel and run right into trucks transporting toxic waste. The spectacular explosion that follows results in both ends of the tunnel collapsing and the handful of people who survived the explosion are now in peril. Kit Latura is the only man with the skill and knowledge to lead the band of survivors out of the tunnel before the structure collapses.,115,Action|Adventure|Thriller,Universal Pictures|Davis Entertainment,1996-12-06,189,5.6,1996
tt0117420,1.049888,30000000,57400547,The Quest,Jean-Claude Van Damme|Roger Moore|James Remar|Jack McGee|Louis Mandylor,Jean-Claude Van Damme,Go the distance,new york|bare knuckle boxing|himalaya|island|thailand,"Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes.",95,Action|Adventure,Universal Pictures|Signature Pictures|MDP Worldwide|Selima Films AVV,1996-04-19,63,5.1,1996
tt0115857,1.04502,50000000,60209334,Chain Reaction,Keanu Reeves|Morgan Freeman|Rachel Weisz|Fred Ward|Kevin Dunn,Andrew Davis,Reaction Time 8-4-96,fbi|hydrogen bomb|secret lab|energy supply|conspiracy,Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,107,Adventure,"Twentieth Century Fox Film Corporation|Chicago Pacific Entertainment|Zanuck Company, The",1996-08-02,153,5.3,1996
tt0116209,1.0443040000000001,27000000,231976425,The English Patient,Ralph Fiennes|Juliette Binoche|Willem Dafoe|Kristin Scott Thomas|Naveen Andrews,Anthony Minghella,"In love, there are no boundaries.",cairo|egypt|identity|amnesia|world war ii,"Beginning in the 1930's, ""The English Patient"" tells the story of Count AlmÃ¡sy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, AlmÃ¡sy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while AlmÃ¡sy is on his death bed after being horribly burned in a plane crash.",162,Drama|Romance|War,Tiger Moth Productions|Miramax,1996-11-14,287,6.9,1996
tt0116253,1.000489,55000000,121969216,Executive Decision,Kurt Russell|Steven Seagal|Halle Berry|John Leguizamo|Oliver Platt,Stuart Baird,Fasten your seat belts,bomb|ransom|hostage|airplane|hijacking,"Terrorists hijack a 747 inbound to Washington D.C., demanding the the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",133,Action|Adventure|Drama|Thriller,Silver Pictures|Warner Bros.,1996-03-15,128,5.5,1996
tt0117998,0.9754729999999999,92000000,494471524,Twister,Helen Hunt|Bill Paxton|Cary Elwes|Jami Gertz|Philip Seymour Hoffman,Jan de Bont,The Dark Side of Nature.,wife husband relationship|tornado|twister|oklahoma|metereologist,"TV weatherman Bill Harding is trying to get his tornado-hunter wife, Jo, to sign divorce papers so he can marry his girlfriend Melissa. But Mother Nature, in the form of a series of intense storms sweeping across Oklahoma, has other plans. Soon the three have joined the team of stormchasers as they attempt to insert a revolutionary measuring device into the very heart of several extremely violent tornados.",113,Action|Adventure|Drama,Universal Pictures|Amblin Entertainment|Warner Bros.|Constant c Productions,1996-05-09,546,5.9,1996
tt0117438,0.962736,80000000,309492681,Ransom,Mel Gibson|Gary Sinise|Delroy Lindo|Rene Russo|Lili Taylor,Ron Howard,Someone is going to pay.,bounty|loss of child|yellow press|fbi|baby-snatching,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",117,Action|Thriller,Touchstone Pictures,1996-11-08,235,6.2,1996
tt0115798,0.938162,47000000,102825796,The Cable Guy,Jim Carrey|Matthew Broderick|Leslie Mann|Jack Black|George Segal,Ben Stiller,There's no such thing as free cable.,prison|prostitute|karaoke|black comedy|cable guy,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up -- and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the ""friendship,"" Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behavior.",96,Comedy|Drama|Thriller,Columbia Pictures Corporation,1996-06-14,283,5.4,1996
tt0117665,0.928256,44000000,165615285,Sleepers,Robert De Niro|Brad Pitt|Kevin Bacon|Jason Patric|Ron Eldard,Barry Levinson,When friendship runs deeper than blood.,child abuse|sadistic|sexual abuse|pastor|repayment,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes. A moving drama from director Barry Levinson.,147,Crime|Drama|Thriller,Propaganda Films|Warner Bros.|Baltimore Pictures,1996-10-18,371,7.2,1996
tt0116365,0.923851,30000000,29359216,The Frighteners,Michael J. Fox|Jeffrey Combs|Jake Busey|Chi McBride|Trini Alvarado,Peter Jackson,No Rest for the Wicked.,judge|architect|ghost world|hell|grim reaper,"After a car accident in which his wife, Debra, was killed and he was injured, Frank Bannister develops psychic abilities allowing him to see, hear, and communicate with ghosts.",110,Horror|Comedy,WingNut Films|Universal Pictures,1996-07-18,184,6.5,1996
tt0115759,0.902697,50000000,150270147,Broken Arrow,John Travolta|Christian Slater|Samantha Mathis|Delroy Lindo|Bob Gunton,John Woo,Prepare to Go Ballistic.,helicopter|river|captain|underground|mexican standoff,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",108,Action|Adventure|Drama|Thriller,Twentieth Century Fox Film Corporation|WCG Entertainment Productions|Mark Gordon Productions,1996-02-09,244,5.5,1996
tt0116225,0.8913719999999989,50000000,42277365,Escape from L.A.,Kurt Russell|Stacy Keach|Steve Buscemi|Pam Grier|Cliff Robertson,John Carpenter,Snake Is Back.,prison|u.s. president|earthquake|dystopia|attempt to escape,"This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day.",97,Action|Adventure|Science Fiction|Thriller,Paramount Pictures|Rysher Entertainment,1996-08-09,189,5.4,1996
tt0117318,0.870461,36000000,20300385,The People vs. Larry Flynt,Woody Harrelson|Courtney Love|Edward Norton|Brett Harrelson|Donna Hanover,MiloÅ¡ Forman,"You may not like what he does, but are you prepared to give up his right to do it?",poison|pornography|free love|aids|eroticism,"Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.",129,Drama,Sony Pictures,1996-10-13,122,6.5,1996
tt0115571,0.862046999999999,25000000,14048372,The Arrival,Charlie Sheen|Lindsay Crouse|Richard Schiff|Ron Silver|Teri Polo,David Twohy,The greatest danger facing our world has been the planet's best kept secret... until now.,greenhouse effect|global warming|extraterrestrial|astronomer|conspiracy,"Zane Ziminski is an astrophysicist who receives a message that seems to have extraterrestrial origins. Eerily soon after his discovery, Zane is fired. He then embarks on a search to determine the origins of the transmission that leads him into a Hitchcockian labyrinth of paranoia and intrigue.",115,Action|Mystery|Science Fiction|Thriller,Live Entertainment|Steelwork Films|Mediaworks,1996-05-31,82,5.7,1996
tt0115736,0.833267,4500000,7011317,Bound,Jennifer Tilly|Gina Gershon|Joe Pantoliano|John P. Ryan|Christopher Meloni,Lana Wachowski|Lilly Wachowski,"In their world, you can't buy freedom, but you can steal it.",prison|women's prison|suspense|mafia|lesbian,"Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caeser.",108,Romance|Drama|Thriller|Crime,Dino De Laurentiis Company|Spelling Films,1996-09-13,100,6.5,1996
tt0117802,0.802896,200000,4505922,Swingers,Jon Favreau|Vince Vaughn|Ron Livingston|Patrick Van Horn|Alex DÃ©sert,Doug Liman,Cocktails first. Questions later.,independent film|stuffed animal|hollywood|drink|swinger,"This is a story about Mike, a guy who left his girl in New York when he came to LA to be a star. It's been six months since his girlfriend left him and he's not doing so good. So, his pal and some other friends try and get him back in the social scene and forget about his 6 year relationship.",94,Comedy|Romance,Miramax Films|Independent Pictures (II)|The Alfred Shay Company Inc.,1996-10-18,129,6.9,1996
tt0117765,0.794822,50000000,113309743,Striptease,Demi Moore|Burt Reynolds|Armand Assante|Ving Rhames|Robert Patrick,Andrew Bergman,Some People Get Into Trouble No Matter What They WEAR.,blackmail|strip club|striptease|police|us kongress,"Bounced from her job, Erin Grant needs money if she's to have any chance of winning back custody of her child. But, eventually, she must confront the naked truth: to take on the system, she'll have to take it all off. Erin strips to conquer, but she faces unintended circumstances when a hound dog of a Congressman zeroes in on her and sharpens the shady tools at his fingertips, including blackmail and murder.",115,Drama|Thriller|Crime,Columbia Pictures|Castle Rock Entertainment,1996-06-28,108,4.4,1996
tt0116277,0.79243,55000000,18626419,The Fan,Robert De Niro|Wesley Snipes|Ellen Barkin|John Leguizamo|Benicio del Toro,Tony Scott,All fans have a favorite player.  This one has a favorite target.,sport|luck|san francisco giants|child custody|baseball pitcher,"When the San Francisco Giants pay centerfielder Bobby Rayburn $40 million to lead their team to the World Series, no one is happier or more supportive than #1 fan Gil Renard.  So when Rayburn becomes mired in the worst slump of his career, the obsessed Renard decides to stop at nothing to help his idol regain his former glory... not even murder.",116,Drama|Mystery|Thriller,TriStar Pictures|Mandalay Entertainment,1996-08-15,103,5.6,1996
tt0116669,0.779012,45000000,58620973,Jack,Robin Williams|Diane Lane|Brian Kerwin|Jennifer Lopez|Bill Cosby,Francis Ford Coppola,Jack Powell is about to tackle his biggest adventure ever... the fifth grade!,age difference|appearance|body exchange|genetics,"Jack Powell suffers from an affliction that makes him grow four times faster than normal, so the 10-year-old looks like a 40-year-old man. After years of being tutored at home, Jack convinces his overprotective parents to send him to public school. The children don't know what to make of Jack, but with the help of his fifth-grade teacher, he makes an effort to win them over.",113,Comedy|Drama|Science Fiction,American Zoetrope|Hollywood Pictures|Great Oaks Entertainment,1996-08-09,171,5.8,1996
tt0117381,0.759509,30000000,102616183,Primal Fear,Richard Gere|Edward Norton|Laura Linney|John Mahoney|Frances McDormand,Gregory Hoblit,"Sooner or later, a man who wears two faces forgets which one is real.",corruption|bishop|court case|pornographic video|court,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a 3rd person in the room. The intensity builds when a surprise twist alters everyone's perception of the crime.",129,Crime|Drama|Mystery|Thriller,Paramount Pictures,1996-04-03,317,7.3,1996
tt0115956,0.745574,46000000,100860818,Courage Under Fire,Denzel Washington|Meg Ryan|Lou Diamond Phillips|Matt Damon|Michael Moriarty,Edward Zwick,A medal for honor. A search for justice. A battle for truth.,gulf war|pilot|us army|praise|rescue mission,"A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses....",117,Drama|Thriller|Mystery|War,Fox 2000 Pictures,1996-07-04,134,6.1,1996
tt0117603,0.693264,9000000,41590886,Set  It Off,Jada Pinkett Smith|Queen Latifah|Vivica A. Fox|Kimberly Elise|Blair Underwood,F. Gary Gray,It's about crime. It's about payback. It's about survival.,single parent|bank robber|last chance|los angeles,"Four Black women, all of whom have suffered for lack of money and at the hands of the majority, undertake to rob banks. While initially successful, a policeman who was involved in shooting one of the women's brothers is on their trail. As the women add to the loot, their tastes and interests begin to change and their suspicions of each other increase on the way to a climactic robbery.",118,Drama|Action|Crime,New Line Cinema,1996-11-06,37,7.0,1996
tt0115963,0.690292,15000000,24769466,The Craft,Fairuza Balk|Neve Campbell|Robin Tunney|Rachel True|Skeet Ulrich,Andrew Fleming,Welcome to the witching hour.,witch|suicide attempt|becoming an adult|puberty|sorcery,"A Catholic school newcomer falls in with a clique of teen witches who wield their powers against all who dare to cross them -- be they teachers, rivals or meddlesome parents.",101,Fantasy|Drama|Horror|Thriller,Columbia Pictures,1996-05-03,184,6.2,1996
tt0116514,0.670801,4000000,16675000,Hellraiser: Bloodline,Bruce Ramsay|Valentina Vargas|Charlotte Chatton|Adam Scott|Kim Myers,Kevin Yagher,"This year, the past, the present and the future will all meet at the crossroads of hell.",artificial intelligence|engineer|hell|pinhead|demon,"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions",86,Horror|Thriller|Science Fiction,Miramax Films|Dimension Films|Trans Atlantic Entertainment,1996-03-08,52,4.8,1996
tt0116778,0.642274,27000000,25023434,Kingpin,Woody Harrelson|Randy Quaid|Vanessa Angel|Bill Murray|Chris Elliott,Bobby Farrelly|Peter Farrelly,You wouldn't want to meet these pinheads in an alley.,sport|handicap|sexual favor|star spangled banner|bowling team,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naÃ¯ve hit the circuit intent on settling an old score with Big Ern.",113,Comedy,Motion Picture Corporation of America|Metro-Goldwyn-Mayer (MGM),1996-07-04,126,6.4,1996
tt0117372,0.6359640000000001,40000000,48093211,The Preacher's Wife,Denzel Washington|Whitney Houston|Courtney B. Vance|Gregory Hines|Jenifer Lewis,Penny Marshall,They needed help. What they got was a miracle.,angel|church choir|gospel|reverend|crisis of faith,"Good natured Reverend Henry Biggs finds that his marriage to choir mistress Julia is flagging, due to his constant absence caring for the deprived neighborhood they live in. On top of all this, his church is coming under threat from property developer Joe Hamilton. In desperation, Rev. Biggs prays to God for help - and help arrives in the form of an angel named Dudley.",124,Fantasy|Drama|Comedy|Science Fiction|Romance,Touchstone Pictures,1996-12-13,33,5.5,1996
tt0115783,0.618796,25000000,22611954,Bulletproof,Damon Wayans|Adam Sandler|James Caan|Robert Swenson|James Farentino,Ernest R. Dickerson,Tough cop. Hostile witness.,undercover|friendship|police|cop|bullet wound,"An undercover police officer named Rock Keats befriends a drug dealer and car thief named Archie Moses in a bid to catch the villainous drug lord Frank Coltan. But the only problem is that Keats is a cop, his real name is Jack Carter, and he is working undercover with the LAPD to bust Moses and Colton at a sting operation the LAPD has set up.",84,Action|Adventure|Comedy|Thriller,Universal Pictures,1996-09-06,78,5.2,1996
tt0117826,0.578849,15000000,5,Bordello of Blood,Dennis Miller|Erika Eleniak|Angie Everhart|John Kassir|Chris Sarandon,Gilbert Adler,,female nudity|brothel|vampire,"Private eye Rafe Guttman (Dennis Miller) is hired by repressed, born-again Katherine (Erika Eleniak) to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire (Angie Everhart) and secretly backed by Katherine's boss, televangelist Jimmy Current (Chris Sarandon).",87,Horror|Comedy,Tales From The Crypt Holdings|Universal City Studios,1996-08-16,27,4.9,1996
tt0116250,0.576743999999999,55000000,141047179,Evita,Madonna|Antonio Banderas|Jonathan Pryce|Jimmy Nail|Victoria Sus,Alan Parker,The Most Anticipated Motion Picture Event of The Year,hooker|deification|dancehall hostess|perÃ³nism|argentine president,"The hit musical based on the life of Evita Duarte, a B-movie Argentinian actress who eventually became the wife of Argentinian president and dictator Juan PerÃ³n, and the most beloved and hated woman in Argentina.",134,History|Drama|Music,Hollywood Pictures|Cinergi Pictures Entertainment,1996-12-14,59,5.9,1996
tt0116324,0.566517,7000000,14702438,Flirting with Disaster,Ben Stiller|Patricia Arquette|TÃ©a Leoni|Mary Tyler Moore|Alan Alda,David O. Russell,"A comedy about sex, love, family and other accidents waiting to happen.",lsd|looking for  birth parents|half-brother|independent film,"Adopted as a child, new father Mel Colpin (Ben Stiller) decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy (Patricia Arquette), and an inept yet gorgeous adoption agent, Tina (Tea Leoni), he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents (Josh Brolin, Richard Jenkins).",92,Comedy|Romance,Miramax Films,1996-03-22,28,6.2,1996
tt0115632,0.548582,2962051,3011195,Basquiat,Jeffrey Wright|David Bowie|Dennis Hopper|Gary Oldman|Benicio del Toro,Julian Schnabel,,new york|sex|drug abuse|homeless person|new love,"Director Julian Schnabel illustrates the portrait of his friend, the first Afro-American Pop Art artist Jean Michel Basquiat who unfortunately died at a young age and just as he was beginning to make a name for himself in the art world. Along side the biography of Basquiat are the artists and the art scene from the early 1980â€™s New York.",108,Drama|History,,1996-08-09,53,6.7,1996
tt0116830,0.5375770000000001,67000000,47267001,Last Man Standing,Bruce Willis|Bruce Dern|William Sanderson|Christopher Walken|David Patrick Kelly,Walter Hill,"In a town with no justice, there is only one law... Every man for himself.",prohibition|texas|gang war|mafia|on the run,"John Smith is a mysterious stranger who is drawn into a vicious war between two Prohibition-era gangs. In a dangerous game, he switches allegiances from one to another, offering his services to the highest bidder. As the death toll mounts, Smith takes the law into his own hands in a deadly race to stay alive.",101,Action|Crime|Drama|Thriller,New Line Cinema|Metropolitan Filmexport,1996-09-20,131,6.0,1996
tt0117011,0.537381,25000000,51702483,Maximum Risk,Jean-Claude Van Damme|Natasha Henstridge|Jean-Hugues Anglade|Zach Grenier|Paul Ben-Victor,Ringo Lam,The Other Side of Safety.,mistake in person|dying and death|twin brother|russian mafia,"A policeman takes his twin brother's place and inherits his problems and a beautiful girlfriend. He is forced to kickbox his way from France to the U.S. and back while playing footsie with the FBI and Russian mafia. Not just muscles with a badge, the policeman must find the answers to some tough questions, none harder than what the heck is an accordian player doing in a sauna.",100,Action|Adventure|Thriller,Columbia Pictures,1996-09-13,52,5.1,1996
tt0116320,0.5291520000000001,25000000,17193231,Fled,Laurence Fishburne|Stephen Baldwin|Salma Hayek|Will Patton|Robert John Burke,Kevin Hooks,See how they run.,hacker|undercover agent|mafia|chain gang|fugitive,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.",98,Action|Comedy|Thriller,Metro-Goldwyn-Mayer (MGM),1996-07-19,20,5.3,1996
tt0117628,0.519242,3500000,9482579,She's the One,Edward Burns|Michael McGlone|Cameron Diaz|Jennifer Aniston|John Mahoney,Edward Burns,A romantic comedy about two brothers... and the one thing that came between them.,brother brother relationship|taxi|ex-girlfriend|love of one's life|bride,"Mickey, a free-spirited New York cabbie, and Francis, a materialistic Wall Street stockbroker, are extremely competitive and confused about women as a result of their father's influence. Though they disagree about everything, they have one thing in common: Mickey's ex-fiance Heather is Francis's secret love. Though both brothers have beautiful wives, Heather triggers their longtime sibling rivalry",96,Comedy|Romance,Fox Searchlight Pictures,1996-08-26,42,5.7,1996
tt0115986,0.49153900000000006,13000000,17917287,The Crow: City of Angels,Vincent PÃ©rez|Mia Kirshner|Iggy Pop|Thomas Jane|Richard Brooks,Tim Pope,Believe in the power of another,tattoo|loss of son|crow|independent film|duel,"After Ashe and his little son are murdered violently for no reason by Judah's men, he returns from the dead to take revenge. One after one, Judah's people face the power of the dark angel. The second film based on James O'Barr's cult comic.",84,Action|Fantasy|Thriller,Miramax Films,1996-08-29,69,5.7,1996
tt0115734,0.481121,7000000,560069,Bottle Rocket,Luke Wilson|Owen Wilson|Lumi Cavazos|Andrew Wilson|Robert Musgrave,Wes Anderson,"They're not really criminals, but everyone's got to have a dream.",brother brother relationship|robbery|burglar|language barrier|motel,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",91,Comedy|Crime|Drama,Gracie Films|Columbia Pictures Corporation,1996-02-21,128,6.7,1996
tt0116683,0.478051,38000000,28921264,James and the Giant Peach,Miriam Margolyes|Joanna Lumley|Pete Postlethwaite|Susan Sarandon|Richard Dreyfuss,Henry Selick,Adventures this big don't grow on trees.,based on novel|garden|loss of parents|magic potion|aunt,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",79,Adventure|Animation|Family,Walt Disney Pictures|Allied Filmmakers,1996-04-12,222,6.1,1996
tt0116191,0.47748900000000005,6000000,22231658,Emma,Gwyneth Paltrow|Toni Collette|Alan Cumming|Ewan McGregor|Jeremy Northam,Douglas McGrath,Cupid is armed and dangerous!,based on novel|make a match|jane austen|matchmaking,"Emma Woodhouse is a congenial young lady who delights in meddling in other peopleâ€™s affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly.",121,Comedy|Drama|Romance,Miramax Films|Haft Entertainment|Matchmaker Films,1996-08-02,77,6.5,1996
tt0117918,0.471398,45000000,53854588,Tin Cup,Kevin Costner|Don Johnson|Cheech Marin|George Perez|Rene Russo,Ron Shelton,Golf Pro. Love Amateur.,lover (female)|golf|man-woman relation|sport|woman between two men,A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.,135,Comedy|Drama|Romance,Regency Enterprises|Warner Bros.,1996-08-16,64,5.6,1996
